quote_number,item_id,workflow_status,part_number,revision,description,type,material,process,is_fully_configured,part_uuid,export_controlled,quantity,unit_price,total_price,total_price_with_add_ons,lead_time
7700,7151856,completed,200K21-00342P02,02,"Bus Bar,400 AMP",manufactured,Copper 110,SM - Piece,True,,False,10,122.00,1220.00,1820.00,60
7700,7151857,completed,200K21-00343P02,02,"Bus Bar,400 AMP",manufactured,Copper 110,SM - Piece,True,,False,10,113.00,1130.00,1730.00,60
7700,7151858,completed,200K21-00344P02,02,"Bus Bar,200 AMP",manufactured,Copper 110,SM - Piece,True,,False,10,94.60,946.00,1546.00,60
7700,7151859,completed,200K21-00346P02,02,"Bus Bar,400 AMP",manufactured,Copper 110,SM - Piece,True,,False,10,126.00,1260.00,1860.00,60
7700,7151860,completed,200K21-00347P03,03,"Bus Bar,400 AMP",manufactured,Copper 110,SM - Piece,True,,False,10,96.50,965.00,1565.00,60
7700,7151861,completed,200K21-00348P02,02,"Bus Bar,200 AMP",manufactured,Copper 110,SM - Piece,True,,False,10,93.30,933.00,1533.00,60
7700,7151862,completed,200K21-00349P02,02,"Bus Bar,400 AMP",manufactured,Copper 110,SM - Piece,True,,False,10,111.00,1110.00,1710.00,60
7700,7151863,completed,200K21-00350P02,02,"Bus Bar,200 AMP",manufactured,Copper 110,SM - Piece,True,,False,10,93.10,931.00,1531.00,60
7700,7151864,completed,200K21-00351P02,02,"Bus Bar,100 AMP",manufactured,Copper 110,SM - Piece,True,,False,20,52.05,1041.00,1641.00,60
7700,7151865,completed,200K21-00352P02,02,"Bus Bar,100 AMP",manufactured,Copper 110,SM - Piece,True,,False,20,51.85,1037.00,1637.00,60
7700,7151866,completed,200K21-00353P02,02,"Bus Bar,100 AMP",manufactured,Copper 110,SM - Piece,True,,False,20,56.75,1135.00,1735.00,60
7700,7151867,completed,200K21-00354P02,02,"Bus Bar,100 AMP",manufactured,Copper 110,SM - Piece,True,,False,20,62.70,1254.00,1854.00,60
7700,7151868,completed,200K21-00355P02,02,"Bus Bar,200 AMP",manufactured,Copper 110,SM - Piece,True,,False,10,93.40,934.00,1534.00,60
7700,7151869,completed,200K21-00356P02,02,Block Distribution,manufactured,Copper 110,SM - Piece,True,,False,20,120.00,2400.00,3000.00,60
7700,7151870,completed,200K21-00357P02,02,BUS BAR,manufactured,Copper 110,SM - Piece,True,,False,10,140.00,1400.00,2000.00,60
7700,7151871,completed,200K21-00358P02,02,"Main BUS BAR ,Negative",manufactured,Copper 110,SM - Piece,True,,False,10,146.00,1460.00,2060.00,60
7700,7151872,completed,200K21-00885 Rev01,01,"Bus Bar,200 AMP",manufactured,Copper 110,SM - Piece,True,,False,10,89.40,894.00,1494.00,60
7700,7151873,completed,200K21-00884 Rev01,01,"Bus Bar,200 AMP",manufactured,Copper 110,SM - Piece,True,,False,10,88.60,886.00,1486.00,60
7700,7151874,completed,200K21-00253P02,02,"MAIN PANEL, HVPDU",manufactured,CRS,SM - Piece,True,,False,10,188.00,1880.00,2480.00,60
7700,7151875,completed,200K21-00254P03,03,"UPPER PANEL, HVPDU",manufactured,Aluminum 5052-H32,SM - Piece,True,,False,10,178.00,1780.00,2380.00,60
